INSERT INTO Games VALUES(0, date '2003-12-22', date '2008-8-19', 'Kansas City Royals', 'Houston Astros', 'Kansas City Royals');
INSERT INTO Games VALUES(402, date '2002-5-17', date '2001-1-23', 'Texas Rangers', 'Seattle Mariners', 'Texas Rangers');
INSERT INTO Games VALUES(403, date '2006-5-15', date '2006-7-9', 'Los Angeles Dodgers', 'Los Angeles Dodgers', 'Los Angeles Dodgers');
INSERT INTO Games VALUES(404, date '2003-5-19', date '2004-2-10', 'St. Louis Cardinals', 'Texas Rangers', 'St. Louis Cardinals');
INSERT INTO Games VALUES(405, date '2007-12-5', date '2007-12-10', 'Tampa Bay Rays', 'Detroit Tigers', 'Tampa Bay Rays');
INSERT INTO Games VALUES(406, date '2003-9-16', date '2008-4-1', 'Miami Marlins', 'Washington Nationals', 'Miami Marlins');
INSERT INTO Games VALUES(407, date '2003-4-26', date '2003-5-16', 'Milwaukee Brewers', 'Miami Marlins', 'Milwaukee Brewers');
INSERT INTO Games VALUES(408, date '2000-8-6', date '2006-3-11', 'Cleveland Indians', 'Colorado Rockies', 'Cleveland Indians');
INSERT INTO Games VALUES(409, date '2005-12-4', date '2005-9-2', 'Boston Red Sox', 'Milwaukee Brewers', 'Boston Red Sox');
INSERT INTO Games VALUES(410, date '2000-8-8', date '2000-11-6', 'Miami Marlins', 'Boston Red Sox', 'Miami Marlins');
INSERT INTO Games VALUES(411, date '2000-4-6', date '2006-10-15', 'Pittsburgh Pirates', 'New York Yankees', 'Pittsburgh Pirates');
INSERT INTO Games VALUES(412, date '2000-1-20', date '2009-11-8', 'San Francisco Giants', 'Washington Nationals', 'San Francisco Giants');
INSERT INTO Games VALUES(413, date '2004-9-15', date '2008-7-8', 'San Francisco Giants', 'Washington Nationals', 'San Francisco Giants');
INSERT INTO Games VALUES(414, date '2001-9-11', date '2003-5-21', 'Los Angeles Dodgers', 'Toronto Blue Jays', 'Los Angeles Dodgers');
INSERT INTO Games VALUES(415, date '2009-5-16', date '2000-5-5', 'Baltimore Orioles', 'Los Angeles Dodgers', 'Baltimore Orioles');
INSERT INTO Games VALUES(416, date '2009-5-23', date '2008-2-23', 'Los Angeles Angels', 'Miami Marlins', 'Los Angeles Angels');
INSERT INTO Games VALUES(417, date '2004-4-5', date '2003-9-12', 'Arizona Diamondbacks', 'Cleveland Indians', 'Arizona Diamondbacks');
INSERT INTO Games VALUES(418, date '2003-5-24', date '2000-3-28', 'Colorado Rockies', 'Baltimore Orioles', 'Colorado Rockies');
INSERT INTO Games VALUES(419, date '2002-4-18', date '2009-11-23', 'Cleveland Indians', 'Chicago Cubs', 'Cleveland Indians');
INSERT INTO Games VALUES(420, date '2005-3-21', date '2005-5-26', 'Philadelphia Phillies', 'Tampa Bay Rays', 'Philadelphia Phillies');
INSERT INTO Games VALUES(421, date '2009-3-2', date '2009-11-6', 'Oakland Athletics', 'Chicago White Sox', 'Oakland Athletics');
INSERT INTO Games VALUES(422, date '2006-2-12', date '2000-4-9', 'Arizona Diamondbacks', 'New York Yankees', 'Arizona Diamondbacks');
INSERT INTO Games VALUES(423, date '2007-4-7', date '2000-7-6', 'Arizona Diamondbacks', 'Cleveland Indians', 'Arizona Diamondbacks');
INSERT INTO Games VALUES(424, date '2000-12-21', date '2002-12-27', 'Cleveland Indians', 'Los Angeles Angels', 'Cleveland Indians');
INSERT INTO Games VALUES(425, date '2005-9-18', date '2002-2-21', 'New York Mets', 'New York Yankees', 'New York Mets');
INSERT INTO Games VALUES(426, date '2000-3-17', date '2001-2-5', 'Washington Nationals', 'Kansas City Royals', 'Washington Nationals');
INSERT INTO Games VALUES(427, date '2008-6-8', date '2007-2-16', 'Chicago Cubs', 'Arizona Diamondbacks', 'Chicago Cubs');
INSERT INTO Games VALUES(428, date '2008-7-24', date '2005-6-4', 'Arizona Diamondbacks', 'Milwaukee Brewers', 'Arizona Diamondbacks');
INSERT INTO Games VALUES(429, date '2000-3-10', date '2001-2-19', 'Los Angeles Dodgers', 'San Francisco Giants', 'Los Angeles Dodgers');
INSERT INTO Games VALUES(430, date '2003-9-10', date '2006-5-9', 'New York Mets', 'Baltimore Orioles', 'New York Mets');
INSERT INTO Games VALUES(431, date '2005-5-27', date '2005-11-22', 'Atlanta Braves', 'Philadelphia Phillies', 'Atlanta Braves');
INSERT INTO Games VALUES(432, date '2002-4-28', date '2005-3-26', 'New York Mets', 'Kansas City Royals', 'New York Mets');
INSERT INTO Games VALUES(433, date '2008-12-9', date '2005-6-15', 'Los Angeles Dodgers', 'Arizona Diamondbacks', 'Los Angeles Dodgers');
INSERT INTO Games VALUES(434, date '2002-11-11', date '2004-10-23', 'Chicago White Sox', 'San Diego Padres', 'Chicago White Sox');
INSERT INTO Games VALUES(435, date '2002-9-23', date '2006-7-24', 'Texas Rangers', 'Seattle Mariners', 'Texas Rangers');
INSERT INTO Games VALUES(436, date '2002-12-11', date '2000-9-25', 'Cleveland Indians', 'Colorado Rockies', 'Cleveland Indians');
INSERT INTO Games VALUES(437, date '2000-9-27', date '2004-7-24', 'Texas Rangers', 'San Francisco Giants', 'Texas Rangers');
INSERT INTO Games VALUES(438, date '2001-2-21', date '2009-4-16', 'Detroit Tigers', 'Atlanta Braves', 'Detroit Tigers');
INSERT INTO Games VALUES(439, date '2006-11-28', date '2002-2-14', 'Boston Red Sox', 'Washington Nationals', 'Boston Red Sox');
INSERT INTO Games VALUES(440, date '2009-6-25', date '2006-5-13', 'Pittsburgh Pirates', 'New York Yankees', 'Pittsburgh Pirates');
INSERT INTO Games VALUES(441, date '2001-5-8', date '2003-8-7', 'Arizona Diamondbacks', 'Baltimore Orioles', 'Arizona Diamondbacks');
INSERT INTO Games VALUES(442, date '2001-1-27', date '2000-12-8', 'Boston Red Sox', 'Milwaukee Brewers', 'Boston Red Sox');
INSERT INTO Games VALUES(443, date '2001-10-23', date '2001-3-15', 'Milwaukee Brewers', 'Tampa Bay Rays', 'Milwaukee Brewers');
INSERT INTO Games VALUES(444, date '2004-3-16', date '2002-10-18', 'New York Mets', 'Los Angeles Angels', 'New York Mets');
INSERT INTO Games VALUES(445, date '2005-8-5', date '2007-2-16', 'Cincinnati Reds', 'Minnesota Twins', 'Cincinnati Reds');
INSERT INTO Games VALUES(446, date '2001-12-9', date '2008-2-18', 'Cincinnati Reds', 'New York Yankees', 'Cincinnati Reds');
INSERT INTO Games VALUES(447, date '2006-7-11', date '2000-6-5', 'Baltimore Orioles', 'Houston Astros', 'Baltimore Orioles');
INSERT INTO Games VALUES(448, date '2007-10-10', date '2007-1-20', 'Houston Astros', 'San Francisco Giants', 'Houston Astros');
INSERT INTO Games VALUES(449, date '2009-11-1', date '2003-4-20', 'Texas Rangers', 'San Francisco Giants', 'Texas Rangers');
INSERT INTO Games VALUES(450, date '2005-8-11', date '2005-1-16', 'Philadelphia Phillies', 'Atlanta Braves', 'Philadelphia Phillies');
INSERT INTO Games VALUES(451, date '2001-1-8', date '2000-12-11', 'Cincinnati Reds', 'Houston Astros', 'Cincinnati Reds');
INSERT INTO Games VALUES(452, date '2001-8-18', date '2002-1-18', 'Los Angeles Angels', 'Tampa Bay Rays', 'Los Angeles Angels');
INSERT INTO Games VALUES(453, date '2009-5-24', date '2009-7-17', 'Detroit Tigers', 'Washington Nationals', 'Detroit Tigers');
INSERT INTO Games VALUES(454, date '2006-8-2', date '2002-9-1', 'Arizona Diamondbacks', 'New York Yankees', 'Arizona Diamondbacks');
INSERT INTO Games VALUES(455, date '2007-4-10', date '2006-9-16', 'Kansas City Royals', 'Los Angeles Angels', 'Kansas City Royals');
INSERT INTO Games VALUES(456, date '2001-7-8', date '2002-12-2', 'Toronto Blue Jays', 'Chicago White Sox', 'Toronto Blue Jays');
INSERT INTO Games VALUES(457, date '2002-11-23', date '2005-2-4', 'Texas Rangers', 'Cleveland Indians', 'Texas Rangers');
INSERT INTO Games VALUES(458, date '2001-1-9', date '2000-12-4', 'Tampa Bay Rays', 'Miami Marlins', 'Tampa Bay Rays');
INSERT INTO Games VALUES(459, date '2006-1-6', date '2004-12-5', 'Miami Marlins', 'Chicago Cubs', 'Miami Marlins');
INSERT INTO Games VALUES(460, date '2007-6-1', date '2001-6-18', 'Cleveland Indians', 'Detroit Tigers', 'Cleveland Indians');
INSERT INTO Games VALUES(461, date '2000-8-21', date '2008-6-20', 'Minnesota Twins', 'Detroit Tigers', 'Minnesota Twins');
INSERT INTO Games VALUES(462, date '2002-6-21', date '2001-7-23', 'Pittsburgh Pirates', 'Pittsburgh Pirates', 'Pittsburgh Pirates');
INSERT INTO Games VALUES(463, date '2001-11-19', date '2006-10-19', 'Baltimore Orioles', 'Oakland Athletics', 'Baltimore Orioles');
INSERT INTO Games VALUES(464, date '2001-2-4', date '2002-4-12', 'Chicago White Sox', 'Kansas City Royals', 'Chicago White Sox');
INSERT INTO Games VALUES(465, date '2002-4-2', date '2008-7-27', 'Cincinnati Reds', 'Oakland Athletics', 'Cincinnati Reds');
INSERT INTO Games VALUES(466, date '2009-3-28', date '2004-12-24', 'St. Louis Cardinals', 'Milwaukee Brewers', 'St. Louis Cardinals');
INSERT INTO Games VALUES(467, date '2009-11-5', date '2009-2-20', 'Detroit Tigers', 'Cincinnati Reds', 'Detroit Tigers');
INSERT INTO Games VALUES(468, date '2007-2-17', date '2004-9-2', 'San Francisco Giants', 'San Francisco Giants', 'San Francisco Giants');
INSERT INTO Games VALUES(469, date '2004-4-26', date '2009-12-28', 'Washington Nationals', 'Chicago White Sox', 'Washington Nationals');
INSERT INTO Games VALUES(470, date '2000-5-20', date '2002-3-12', 'Tampa Bay Rays', 'Chicago White Sox', 'Tampa Bay Rays');
INSERT INTO Games VALUES(471, date '2006-4-25', date '2001-8-5', 'Arizona Diamondbacks', 'Oakland Athletics', 'Arizona Diamondbacks');
INSERT INTO Games VALUES(472, date '2003-7-9', date '2007-2-1', 'Colorado Rockies', 'Los Angeles Angels', 'Colorado Rockies');
INSERT INTO Games VALUES(473, date '2000-7-10', date '2009-1-14', 'Pittsburgh Pirates', 'Tampa Bay Rays', 'Pittsburgh Pirates');
INSERT INTO Games VALUES(474, date '2001-7-8', date '2005-7-27', 'Boston Red Sox', 'Chicago White Sox', 'Boston Red Sox');
INSERT INTO Games VALUES(475, date '2008-10-2', date '2000-6-6', 'Detroit Tigers', 'Chicago Cubs', 'Detroit Tigers');
INSERT INTO Games VALUES(476, date '2009-7-27', date '2001-3-13', 'Philadelphia Phillies', 'Cincinnati Reds', 'Philadelphia Phillies');
INSERT INTO Games VALUES(477, date '2000-2-9', date '2008-3-15', 'Oakland Athletics', 'Detroit Tigers', 'Oakland Athletics');
INSERT INTO Games VALUES(478, date '2005-6-5', date '2002-9-18', 'Texas Rangers', 'Toronto Blue Jays', 'Texas Rangers');
INSERT INTO Games VALUES(479, date '2009-10-20', date '2002-2-19', 'Arizona Diamondbacks', 'Milwaukee Brewers', 'Arizona Diamondbacks');
INSERT INTO Games VALUES(480, date '2001-9-11', date '2007-7-14', 'Minnesota Twins', 'Kansas City Royals', 'Minnesota Twins');
INSERT INTO Games VALUES(481, date '2004-8-3', date '2008-6-9', 'Baltimore Orioles', 'Texas Rangers', 'Baltimore Orioles');
INSERT INTO Games VALUES(482, date '2007-5-17', date '2002-4-23', 'Minnesota Twins', 'Boston Red Sox', 'Minnesota Twins');
INSERT INTO Games VALUES(483, date '2007-7-7', date '2009-4-8', 'San Diego Padres', 'New York Yankees', 'San Diego Padres');
INSERT INTO Games VALUES(484, date '2008-2-13', date '2007-2-4', 'Miami Marlins', 'Tampa Bay Rays', 'Miami Marlins');
INSERT INTO Games VALUES(485, date '2000-5-25', date '2003-9-21', 'Philadelphia Phillies', 'Atlanta Braves', 'Philadelphia Phillies');
INSERT INTO Games VALUES(486, date '2003-12-2', date '2008-1-26', 'Chicago White Sox', 'Texas Rangers', 'Chicago White Sox');
INSERT INTO Games VALUES(487, date '2004-10-4', date '2007-5-5', 'Washington Nationals', 'Atlanta Braves', 'Washington Nationals');
INSERT INTO Games VALUES(488, date '2009-5-26', date '2003-5-23', 'St. Louis Cardinals', 'New York Mets', 'St. Louis Cardinals');
INSERT INTO Games VALUES(489, date '2004-2-18', date '2009-4-28', 'Texas Rangers', 'Chicago Cubs', 'Texas Rangers');
INSERT INTO Games VALUES(490, date '2008-4-28', date '2006-12-9', 'Toronto Blue Jays', 'Philadelphia Phillies', 'Toronto Blue Jays');
INSERT INTO Games VALUES(491, date '2000-10-10', date '2000-12-17', 'Miami Marlins', 'Los Angeles Dodgers', 'Miami Marlins');
INSERT INTO Games VALUES(492, date '2000-11-5', date '2005-4-15', 'Cleveland Indians', 'Kansas City Royals', 'Cleveland Indians');
INSERT INTO Games VALUES(493, date '2000-11-2', date '2002-4-4', 'Cincinnati Reds', 'Cleveland Indians', 'Cincinnati Reds');
INSERT INTO Games VALUES(494, date '2007-12-1', date '2001-7-19', 'Kansas City Royals', 'Seattle Mariners', 'Kansas City Royals');
INSERT INTO Games VALUES(495, date '2003-3-21', date '2004-10-6', 'Pittsburgh Pirates', 'New York Mets', 'Pittsburgh Pirates');
INSERT INTO Games VALUES(496, date '2000-11-18', date '2008-2-12', 'Arizona Diamondbacks', 'Kansas City Royals', 'Arizona Diamondbacks');
INSERT INTO Games VALUES(497, date '2006-6-17', date '2000-9-18', 'Tampa Bay Rays', 'Toronto Blue Jays', 'Tampa Bay Rays');
INSERT INTO Games VALUES(498, date '2000-9-27', date '2008-1-7', 'Pittsburgh Pirates', 'New York Mets', 'Pittsburgh Pirates');
INSERT INTO Games VALUES(499, date '2007-10-26', date '2005-10-2', 'Miami Marlins', 'Milwaukee Brewers', 'Miami Marlins');
INSERT INTO Games VALUES(500, date '2001-1-13', date '2007-8-17', 'Boston Red Sox', 'New York Yankees', 'Boston Red Sox');
INSERT INTO Games VALUES(501, date '2000-9-4', date '2005-2-10', 'Tampa Bay Rays', 'New York Yankees', 'Tampa Bay Rays');
INSERT INTO Games VALUES(502, date '2002-10-5', date '2003-8-23', 'Oakland Athletics', 'Seattle Mariners', 'Oakland Athletics');
INSERT INTO Games VALUES(503, date '2009-10-20', date '2009-1-11', 'Baltimore Orioles', 'Philadelphia Phillies', 'Baltimore Orioles');
INSERT INTO Games VALUES(504, date '2002-6-3', date '2007-5-8', 'Arizona Diamondbacks', 'Boston Red Sox', 'Arizona Diamondbacks');
INSERT INTO Games VALUES(505, date '2001-8-26', date '2007-4-15', 'St. Louis Cardinals', 'New York Mets', 'St. Louis Cardinals');
INSERT INTO Games VALUES(506, date '2007-3-3', date '2001-12-9', 'Minnesota Twins', 'Atlanta Braves', 'Minnesota Twins');
INSERT INTO Games VALUES(507, date '2000-4-15', date '2000-11-27', 'San Francisco Giants', 'Houston Astros', 'San Francisco Giants');
INSERT INTO Games VALUES(508, date '2003-5-7', date '2002-2-11', 'New York Yankees', 'Chicago White Sox', 'New York Yankees');
INSERT INTO Games VALUES(509, date '2005-10-7', date '2006-10-3', 'Arizona Diamondbacks', 'Minnesota Twins', 'Arizona Diamondbacks');
INSERT INTO Games VALUES(510, date '2005-9-10', date '2001-6-27', 'San Francisco Giants', 'Oakland Athletics', 'San Francisco Giants');
INSERT INTO Games VALUES(511, date '2006-11-27', date '2000-7-27', 'Miami Marlins', 'Cincinnati Reds', 'Miami Marlins');
INSERT INTO Games VALUES(512, date '2007-10-13', date '2009-10-7', 'Pittsburgh Pirates', 'Baltimore Orioles', 'Pittsburgh Pirates');
INSERT INTO Games VALUES(513, date '2001-7-3', date '2006-1-21', 'Detroit Tigers', 'Cleveland Indians', 'Detroit Tigers');
INSERT INTO Games VALUES(514, date '2005-11-1', date '2009-6-11', 'Chicago White Sox', 'Baltimore Orioles', 'Chicago White Sox');
INSERT INTO Games VALUES(515, date '2008-4-25', date '2008-5-3', 'Arizona Diamondbacks', 'Detroit Tigers', 'Arizona Diamondbacks');
INSERT INTO Games VALUES(516, date '2002-6-26', date '2001-6-20', 'Oakland Athletics', 'Los Angeles Dodgers', 'Oakland Athletics');
INSERT INTO Games VALUES(517, date '2009-8-23', date '2003-8-4', 'Kansas City Royals', 'Los Angeles Dodgers', 'Kansas City Royals');
INSERT INTO Games VALUES(518, date '2005-10-12', date '2002-3-2', 'Tampa Bay Rays', 'Los Angeles Dodgers', 'Tampa Bay Rays');
INSERT INTO Games VALUES(519, date '2002-10-24', date '2009-6-11', 'New York Mets', 'St. Louis Cardinals', 'New York Mets');
INSERT INTO Games VALUES(520, date '2008-1-17', date '2005-5-26', 'Tampa Bay Rays', 'New York Mets', 'Tampa Bay Rays');
INSERT INTO Games VALUES(521, date '2004-8-22', date '2000-4-26', 'Baltimore Orioles', 'Miami Marlins', 'Baltimore Orioles');
INSERT INTO Games VALUES(522, date '2006-1-12', date '2007-2-20', 'Seattle Mariners', 'Washington Nationals', 'Seattle Mariners');
INSERT INTO Games VALUES(523, date '2006-5-20', date '2005-10-7', 'Detroit Tigers', 'New York Yankees', 'Detroit Tigers');
INSERT INTO Games VALUES(524, date '2007-5-26', date '2001-8-17', 'Chicago White Sox', 'Chicago White Sox', 'Chicago White Sox');
INSERT INTO Games VALUES(525, date '2006-7-1', date '2006-1-9', 'Miami Marlins', 'Pittsburgh Pirates', 'Miami Marlins');
INSERT INTO Games VALUES(526, date '2004-1-20', date '2002-10-25', 'Chicago White Sox', 'Cleveland Indians', 'Chicago White Sox');
INSERT INTO Games VALUES(527, date '2003-10-13', date '2009-8-23', 'Minnesota Twins', 'Kansas City Royals', 'Minnesota Twins');
INSERT INTO Games VALUES(528, date '2001-5-5', date '2003-3-5', 'Seattle Mariners', 'Minnesota Twins', 'Seattle Mariners');
INSERT INTO Games VALUES(529, date '2002-10-22', date '2001-6-14', 'Atlanta Braves', 'Detroit Tigers', 'Atlanta Braves');
INSERT INTO Games VALUES(530, date '2001-12-20', date '2006-11-1', 'Los Angeles Dodgers', 'Pittsburgh Pirates', 'Los Angeles Dodgers');
INSERT INTO Games VALUES(531, date '2001-8-20', date '2005-9-10', 'Oakland Athletics', 'New York Mets', 'Oakland Athletics');
INSERT INTO Games VALUES(532, date '2008-6-15', date '2003-1-10', 'Oakland Athletics', 'Chicago Cubs', 'Oakland Athletics');
INSERT INTO Games VALUES(533, date '2005-5-11', date '2002-11-25', 'Tampa Bay Rays', 'Cincinnati Reds', 'Tampa Bay Rays');
INSERT INTO Games VALUES(534, date '2003-5-28', date '2008-3-16', 'Los Angeles Dodgers', 'New York Yankees', 'Los Angeles Dodgers');
INSERT INTO Games VALUES(535, date '2009-3-8', date '2002-12-2', 'St. Louis Cardinals', 'Boston Red Sox', 'St. Louis Cardinals');
INSERT INTO Games VALUES(536, date '2000-10-23', date '2009-2-12', 'Baltimore Orioles', 'Oakland Athletics', 'Baltimore Orioles');
INSERT INTO Games VALUES(537, date '2003-2-23', date '2005-9-7', 'Los Angeles Dodgers', 'St. Louis Cardinals', 'Los Angeles Dodgers');
INSERT INTO Games VALUES(538, date '2008-1-1', date '2005-11-5', 'Pittsburgh Pirates', 'New York Yankees', 'Pittsburgh Pirates');
INSERT INTO Games VALUES(539, date '2001-4-21', date '2003-2-26', 'Toronto Blue Jays', 'Pittsburgh Pirates', 'Toronto Blue Jays');
INSERT INTO Games VALUES(540, date '2005-5-21', date '2008-7-2', 'San Francisco Giants', 'Milwaukee Brewers', 'San Francisco Giants');
INSERT INTO Games VALUES(541, date '2004-3-7', date '2003-3-25', 'Houston Astros', 'Cincinnati Reds', 'Houston Astros');
INSERT INTO Games VALUES(542, date '2009-11-10', date '2007-6-14', 'Toronto Blue Jays', 'Los Angeles Angels', 'Toronto Blue Jays');
INSERT INTO Games VALUES(543, date '2009-6-4', date '2003-10-13', 'Los Angeles Dodgers', 'Tampa Bay Rays', 'Los Angeles Dodgers');
INSERT INTO Games VALUES(544, date '2005-1-10', date '2009-8-10', 'Chicago Cubs', 'Texas Rangers', 'Chicago Cubs');
INSERT INTO Games VALUES(545, date '2004-4-22', date '2001-3-14', 'Los Angeles Angels', 'Milwaukee Brewers', 'Los Angeles Angels');
INSERT INTO Games VALUES(546, date '2008-8-11', date '2001-9-13', 'New York Mets', 'Pittsburgh Pirates', 'New York Mets');
INSERT INTO Games VALUES(547, date '2005-6-20', date '2006-1-8', 'New York Mets', 'Cincinnati Reds', 'New York Mets');
INSERT INTO Games VALUES(548, date '2004-5-17', date '2002-12-26', 'Philadelphia Phillies', 'Chicago White Sox', 'Philadelphia Phillies');
INSERT INTO Games VALUES(549, date '2003-8-8', date '2004-6-9', 'Detroit Tigers', 'New York Mets', 'Detroit Tigers');
INSERT INTO Games VALUES(550, date '2002-2-16', date '2008-11-20', 'Arizona Diamondbacks', 'Minnesota Twins', 'Arizona Diamondbacks');
INSERT INTO Games VALUES(551, date '2005-7-5', date '2007-2-11', 'Philadelphia Phillies', 'Detroit Tigers', 'Philadelphia Phillies');
INSERT INTO Games VALUES(552, date '2009-6-6', date '2008-7-4', 'Toronto Blue Jays', 'Miami Marlins', 'Toronto Blue Jays');
INSERT INTO Games VALUES(553, date '2005-3-1', date '2009-6-22', 'Colorado Rockies', 'Colorado Rockies', 'Colorado Rockies');
INSERT INTO Games VALUES(554, date '2005-4-6', date '2006-10-5', 'Milwaukee Brewers', 'San Francisco Giants', 'Milwaukee Brewers');
INSERT INTO Games VALUES(555, date '2005-6-12', date '2009-10-11', 'Miami Marlins', 'Atlanta Braves', 'Miami Marlins');
INSERT INTO Games VALUES(556, date '2006-6-17', date '2005-2-6', 'Baltimore Orioles', 'New York Mets', 'Baltimore Orioles');
INSERT INTO Games VALUES(557, date '2002-2-18', date '2000-11-24', 'Seattle Mariners', 'Texas Rangers', 'Seattle Mariners');
INSERT INTO Games VALUES(558, date '2001-11-16', date '2000-10-25', 'Oakland Athletics', 'Tampa Bay Rays', 'Oakland Athletics');
INSERT INTO Games VALUES(559, date '2002-6-27', date '2002-9-22', 'San Francisco Giants', 'Toronto Blue Jays', 'San Francisco Giants');
INSERT INTO Games VALUES(560, date '2000-9-23', date '2004-1-5', 'New York Mets', 'Milwaukee Brewers', 'New York Mets');
INSERT INTO Games VALUES(561, date '2001-12-26', date '2003-8-1', 'Pittsburgh Pirates', 'New York Yankees', 'Pittsburgh Pirates');
INSERT INTO Games VALUES(562, date '2003-2-23', date '2009-4-4', 'Cleveland Indians', 'Cincinnati Reds', 'Cleveland Indians');
INSERT INTO Games VALUES(563, date '2006-11-8', date '2007-2-9', 'St. Louis Cardinals', 'Chicago Cubs', 'St. Louis Cardinals');
INSERT INTO Games VALUES(564, date '2001-6-23', date '2002-3-5', 'Pittsburgh Pirates', 'San Diego Padres', 'Pittsburgh Pirates');
INSERT INTO Games VALUES(565, date '2007-10-17', date '2003-6-19', 'Toronto Blue Jays', 'Detroit Tigers', 'Toronto Blue Jays');
INSERT INTO Games VALUES(566, date '2007-2-17', date '2001-3-10', 'Chicago Cubs', 'Milwaukee Brewers', 'Chicago Cubs');
INSERT INTO Games VALUES(567, date '2000-10-23', date '2007-1-27', 'Houston Astros', 'Toronto Blue Jays', 'Houston Astros');
INSERT INTO Games VALUES(568, date '2000-1-5', date '2000-9-14', 'Seattle Mariners', 'Oakland Athletics', 'Seattle Mariners');
INSERT INTO Games VALUES(569, date '2004-11-3', date '2003-8-28', 'Pittsburgh Pirates', 'Arizona Diamondbacks', 'Pittsburgh Pirates');
INSERT INTO Games VALUES(570, date '2006-6-16', date '2007-12-19', 'Chicago Cubs', 'Cleveland Indians', 'Chicago Cubs');
INSERT INTO Games VALUES(571, date '2004-10-14', date '2007-3-14', 'Seattle Mariners', 'Houston Astros', 'Seattle Mariners');
INSERT INTO Games VALUES(572, date '2003-11-22', date '2005-2-24', 'Cleveland Indians', 'Texas Rangers', 'Cleveland Indians');
INSERT INTO Games VALUES(573, date '2009-7-21', date '2006-3-6', 'Los Angeles Dodgers', 'Boston Red Sox', 'Los Angeles Dodgers');
INSERT INTO Games VALUES(574, date '2001-2-23', date '2006-3-7', 'Cincinnati Reds', 'Chicago Cubs', 'Cincinnati Reds');
INSERT INTO Games VALUES(575, date '2000-4-23', date '2005-8-17', 'Philadelphia Phillies', 'Chicago Cubs', 'Philadelphia Phillies');
INSERT INTO Games VALUES(576, date '2005-7-21', date '2001-7-27', 'Kansas City Royals', 'Arizona Diamondbacks', 'Kansas City Royals');
INSERT INTO Games VALUES(577, date '2001-3-10', date '2003-6-14', 'Miami Marlins', 'Atlanta Braves', 'Miami Marlins');
INSERT INTO Games VALUES(578, date '2008-7-11', date '2000-11-6', 'St. Louis Cardinals', 'St. Louis Cardinals', 'St. Louis Cardinals');
INSERT INTO Games VALUES(579, date '2001-7-21', date '2001-3-15', 'Los Angeles Angels', 'Kansas City Royals', 'Los Angeles Angels');
INSERT INTO Games VALUES(580, date '2003-9-10', date '2006-3-2', 'Seattle Mariners', 'Baltimore Orioles', 'Seattle Mariners');
INSERT INTO Games VALUES(581, date '2008-6-14', date '2002-2-20', 'Los Angeles Dodgers', 'Tampa Bay Rays', 'Los Angeles Dodgers');
INSERT INTO Games VALUES(582, date '2000-4-6', date '2004-5-3', 'Philadelphia Phillies', 'Pittsburgh Pirates', 'Philadelphia Phillies');
INSERT INTO Games VALUES(583, date '2003-3-5', date '2004-8-2', 'Boston Red Sox', 'Philadelphia Phillies', 'Boston Red Sox');
INSERT INTO Games VALUES(584, date '2003-10-25', date '2007-3-11', 'Oakland Athletics', 'Houston Astros', 'Oakland Athletics');
INSERT INTO Games VALUES(585, date '2005-9-22', date '2008-6-16', 'Minnesota Twins', 'Detroit Tigers', 'Minnesota Twins');
INSERT INTO Games VALUES(586, date '2002-2-15', date '2005-4-4', 'Detroit Tigers', 'Pittsburgh Pirates', 'Detroit Tigers');
INSERT INTO Games VALUES(587, date '2001-1-14', date '2008-12-24', 'Atlanta Braves', 'Arizona Diamondbacks', 'Atlanta Braves');
INSERT INTO Games VALUES(588, date '2003-9-23', date '2007-3-13', 'Pittsburgh Pirates', 'Detroit Tigers', 'Pittsburgh Pirates');
INSERT INTO Games VALUES(589, date '2000-7-9', date '2002-3-18', 'Arizona Diamondbacks', 'New York Yankees', 'Arizona Diamondbacks');
INSERT INTO Games VALUES(590, date '2002-4-3', date '2007-4-11', 'Pittsburgh Pirates', 'San Diego Padres', 'Pittsburgh Pirates');
INSERT INTO Games VALUES(591, date '2004-4-20', date '2003-3-15', 'Tampa Bay Rays', 'Chicago Cubs', 'Tampa Bay Rays');
INSERT INTO Games VALUES(592, date '2003-3-7', date '2001-5-3', 'Texas Rangers', 'New York Mets', 'Texas Rangers');
INSERT INTO Games VALUES(593, date '2009-12-27', date '2000-4-14', 'New York Mets', 'Milwaukee Brewers', 'New York Mets');
INSERT INTO Games VALUES(594, date '2004-10-3', date '2005-6-26', 'Baltimore Orioles', 'Philadelphia Phillies', 'Baltimore Orioles');
INSERT INTO Games VALUES(595, date '2008-1-27', date '2009-12-17', 'Tampa Bay Rays', 'San Diego Padres', 'Tampa Bay Rays');
INSERT INTO Games VALUES(596, date '2001-11-5', date '2008-8-2', 'Houston Astros', 'St. Louis Cardinals', 'Houston Astros');
INSERT INTO Games VALUES(597, date '2000-5-12', date '2008-2-23', 'Boston Red Sox', 'Boston Red Sox', 'Boston Red Sox');
INSERT INTO Games VALUES(598, date '2004-9-12', date '2000-2-15', 'Seattle Mariners', 'Chicago Cubs', 'Seattle Mariners');
INSERT INTO Games VALUES(599, date '2006-3-11', date '2005-8-27', 'Washington Nationals', 'Washington Nationals', 'Washington Nationals');
INSERT INTO Games VALUES(600, date '2007-2-14', date '2004-10-10', 'Seattle Mariners', 'Minnesota Twins', 'Seattle Mariners');
INSERT INTO Games VALUES(601, date '2007-9-1', date '2003-9-23', 'Seattle Mariners', 'Baltimore Orioles', 'Seattle Mariners');
